person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,65000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.49,0,0.06,N,2
23,65000,RENT,7.0,MEDICAL,B,3600,10.59,0,0.06,N,3
24,65000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.06,N,2
25,67000,RENT,2.0,VENTURE,B,3600,9.99,0,0.05,N,4
25,51850,RENT,2.0,MEDICAL,C,3600,13.99,1,0.06,N,2
25,37560,OWN,4.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,N,3
26,72000,RENT,2.0,VENTURE,B,3600,10.74,0,0.05,N,4
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4
26,75000,RENT,0.0,HOMEIMPROVEMENT,A,3600,8.94,0,0.05,N,4
22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0,0.21,Y,3
26,84996,RENT,4.0,EDUCATION,B,3600,11.99,0,0.04,N,2
23,31785,MORTGAGE,7.0,MEDICAL,D,6000,14.96,1,0.19,N,2
22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0,0.19,N,2
22,93000,RENT,1.0,HOMEIMPROVEMENT,D,3600,16.77,1,0.04,Y,3
23,110000,RENT,0.0,PERSONAL,A,3600,,0,0.03,N,3
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3
25,19800,RENT,9.0,MEDICAL,D,3625,16.29,1,0.18,N,2
26,37820,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6300,,0,0.17,N,4
26,24000,RENT,1.0,HOMEIMPROVEMENT,B,3625,11.11,1,0.15,N,4
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,N,3
23,52000,RENT,2.0,PERSONAL,B,3625,10.59,1,0.07,N,2
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,2
24,17496,RENT,,EDUCATION,C,3700,14.22,1,0.21,N,4
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8875,7.51,0,0.23,N,2
23,38000,MORTGAGE,5.0,VENTURE,B,4000,12.42,0,0.11,N,3
21,27996,RENT,5.0,EDUCATION,A,3700,8.0,0,0.13,N,3
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0,0.1,N,2
24,48000,RENT,,MEDICAL,A,3700,6.99,0,0.08,N,4
23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,N,3
22,60000,RENT,0.0,EDUCATION,B,3700,10.37,0,0.06,N,4
23,75000,RENT,2.0,DEBTCONSOLIDATION,A,3700,6.03,0,0.05,N,2
23,38000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.21,N,3
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,3725,6.54,0,0.11,N,2
23,120000,RENT,3.0,VENTURE,A,3725,8.49,0,0.03,N,2
23,21000,RENT,3.0,DEBTCONSOLIDATION,D,3750,15.65,1,0.18,N,2
21,38000,MORTGAGE,5.0,EDUCATION,C,7000,13.49,0,0.18,Y,3
22,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,4
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0,0.13,Y,4
24,38000,OWN,2.0,EDUCATION,A,9600,,0,0.25,N,2
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,N,2
22,38000,MORTGAGE,4.0,MEDICAL,A,18000,8.9,0,0.47,N,2
22,11000,RENT,3.0,HOMEIMPROVEMENT,B,3800,8.88,1,0.35,N,4
25,19200,RENT,0.0,DEBTCONSOLIDATION,C,3800,14.35,1,0.2,Y,4
21,25000,RENT,0.0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,N,2
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,,0,0.11,N,3
23,26400,RENT,7.0,DEBTCONSOLIDATION,A,3800,7.9,0,0.14,N,4
25,30004,RENT,3.0,DEBTCONSOLIDATION,D,3800,14.84,1,0.13,N,2
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y,4
22,43000,RENT,4.0,EDUCATION,A,3800,6.99,0,0.09,N,4
26,47000,RENT,8.0,PERSONAL,C,3800,13.49,0,0.08,N,3
23,55000,RENT,1.0,MEDICAL,A,3800,6.76,0,0.07,N,4
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,,0,0.13,N,2
23,69000,RENT,4.0,EDUCATION,D,3800,15.28,1,0.06,Y,3
23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0,0.04,Y,4
24,14400,RENT,,MEDICAL,D,3825,,1,0.27,N,2
26,26000,RENT,2.0,DEBTCONSOLIDATION,C,3825,14.27,0,0.15,N,4
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,N,2
23,32000,MORTGAGE,,EDUCATION,B,1000,10.59,1,0.03,N,2
22,28500,RENT,3.0,VENTURE,C,3825,15.96,1,0.13,N,3
22,38000,MORTGAGE,2.0,MEDICAL,B,8000,9.99,0,0.21,N,3
24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,4
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,N,4
23,38000,OWN,2.0,VENTURE,C,5000,12.99,0,0.13,N,4
24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,Y,4
22,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.79,0,0.12,N,2
23,48500,RENT,5.0,DEBTCONSOLIDATION,A,3850,8.49,0,0.08,N,4
24,38000,MORTGAGE,8.0,PERSONAL,B,5000,10.0,0,0.13,N,3
22,26000,RENT,2.0,MEDICAL,A,3900,7.51,0,0.15,N,3
25,38000,MORTGAGE,4.0,PERSONAL,A,6000,5.42,0,0.16,N,2
24,40000,RENT,1.0,EDUCATION,C,3900,12.23,0,0.1,Y,3
25,44500,RENT,0.0,VENTURE,B,3900,10.99,0,0.09,N,2
23,38000,OWN,0.0,VENTURE,B,17500,11.11,0,0.46,N,4
22,45000,RENT,1.0,EDUCATION,A,3950,6.92,0,0.09,N,4
22,12000,RENT,1.0,VENTURE,B,4000,9.76,1,0.33,N,3
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,1,0.32,N,4
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0,0.11,N,2
25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2
24,13000,RENT,4.0,PERSONAL,B,4000,9.88,1,0.31,N,2
22,38000,MORTGAGE,5.0,EDUCATION,B,4800,9.99,0,0.13,N,3
25,13000,RENT,2.0,PERSONAL,D,4000,15.65,1,0.31,Y,3
24,13200,RENT,6.0,VENTURE,D,4000,15.65,1,0.3,Y,3
24,13200,RENT,1.0,EDUCATION,A,4000,5.79,1,0.3,N,3
21,13200,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.39,1,0.3,N,3
26,14000,RENT,2.0,VENTURE,B,4000,,1,0.29,N,3
22,14400,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.29,1,0.28,N,4
22,38000,MORTGAGE,6.0,MEDICAL,A,4000,6.76,0,0.11,N,2
24,38000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,7.14,0,0.21,N,3
23,14400,RENT,0.0,VENTURE,B,4000,10.74,1,0.28,N,3
21,38000,OWN,5.0,EDUCATION,B,14000,11.12,0,0.37,N,3
24,38000,OWN,0.0,VENTURE,C,8500,13.11,0,0.22,N,2
22,14400,RENT,0.0,VENTURE,D,4000,14.61,1,0.28,N,2
22,14400,RENT,0.0,DEBTCONSOLIDATION,C,4000,10.91,1,0.28,Y,2
25,38000,MORTGAGE,3.0,MEDICAL,B,1500,10.62,0,0.04,N,3
22,15000,RENT,3.0,EDUCATION,B,4000,10.08,1,0.27,N,2
26,32000,MORTGAGE,10.0,MEDICAL,D,15000,15.33,1,0.47,N,3
24,15600,RENT,3.0,MEDICAL,E,4000,16.32,1,0.26,N,2
22,15708,RENT,,HOMEIMPROVEMENT,B,4000,11.12,1,0.25,N,3
22,15996,RENT,3.0,EDUCATION,C,4000,13.35,1,0.25,Y,2
22,16800,RENT,2.0,DEBTCONSOLIDATION,C,4000,14.27,1,0.24,N,4
22,16800,RENT,2.0,PERSONAL,B,4000,10.25,1,0.24,N,4
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,Y,4
24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.42,N,3
22,18000,RENT,6.0,MEDICAL,B,4000,11.49,1,0.22,N,4
24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,,1,0.22,N,3
23,18000,RENT,5.0,PERSONAL,B,4000,10.99,1,0.22,N,2
24,18000,RENT,2.0,EDUCATION,C,4000,12.87,1,0.22,Y,4
25,18000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.22,Y,4
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,Y,4
23,18720,RENT,2.0,EDUCATION,D,4000,15.62,1,0.21,N,4
21,19000,RENT,3.0,EDUCATION,C,4000,14.35,1,0.21,Y,3
25,19200,RENT,6.0,EDUCATION,E,4000,19.03,1,0.21,Y,4
21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0,0.13,N,2
24,19200,RENT,1.0,MEDICAL,C,4000,14.35,1,0.21,Y,4
22,38000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.26,N,3
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,1,0.21,N,3
22,38000,MORTGAGE,4.0,VENTURE,D,4000,14.42,0,0.11,Y,2
22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,N,3
25,19404,RENT,0.0,DEBTCONSOLIDATION,A,4000,8.63,1,0.21,N,3
22,38000,MORTGAGE,4.0,MEDICAL,A,1950,7.37,0,0.05,N,3
25,38000,MORTGAGE,1.0,VENTURE,B,18800,,0,0.49,N,3
25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,N,3
23,20000,RENT,6.0,PERSONAL,C,4000,12.23,0,0.2,Y,2
22,20000,RENT,1.0,EDUCATION,B,4000,11.89,0,0.2,N,3
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0,0.2,Y,4
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,N,4
26,20004,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,N,4
23,20400,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.94,0,0.2,N,4
24,21000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.19,N,2
21,21000,RENT,2.0,DEBTCONSOLIDATION,B,4000,11.86,0,0.19,N,2
26,21000,RENT,0.0,MEDICAL,B,4000,11.36,0,0.19,N,2
26,38004,MORTGAGE,3.0,VENTURE,C,10000,13.35,0,0.26,N,2
24,22000,RENT,0.0,PERSONAL,B,4000,11.36,1,0.18,N,3
24,22000,RENT,3.0,MEDICAL,C,4000,13.92,0,0.18,N,3
25,23400,RENT,3.0,MEDICAL,B,4000,12.42,0,0.17,N,3
25,23920,RENT,0.0,MEDICAL,C,4000,14.35,0,0.17,N,2
25,24000,RENT,,PERSONAL,B,4000,11.71,0,0.17,N,3
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,1,0.17,Y,2
23,24000,RENT,2.0,DEBTCONSOLIDATION,B,4000,,0,0.17,N,4
25,38014,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,N,3
24,24000,RENT,2.0,VENTURE,A,4000,8.59,0,0.17,N,3
24,24000,RENT,0.0,VENTURE,B,4000,12.21,0,0.17,N,2
26,38100,MORTGAGE,6.0,VENTURE,A,3900,7.9,0,0.1,N,3
23,24000,RENT,4.0,MEDICAL,C,4000,11.66,0,0.17,N,4
22,38117,MORTGAGE,0.0,PERSONAL,B,13500,11.83,0,0.35,N,4
25,24000,RENT,2.0,VENTURE,A,4000,7.75,0,0.17,N,3
23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0,0.31,N,4
24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,N,3
22,25000,RENT,2.0,VENTURE,B,4000,12.69,0,0.16,N,3
23,25000,RENT,,VENTURE,B,4000,11.71,0,0.16,N,4
22,25000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.16,N,2
21,25200,RENT,1.0,PERSONAL,A,4000,8.49,0,0.16,N,4
22,32213,MORTGAGE,3.0,MEDICAL,C,8000,13.47,1,0.25,Y,4
22,25200,RENT,1.0,MEDICAL,B,4000,,0,0.16,N,2
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2
26,38244,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,9.63,0,0.47,N,3
22,25440,RENT,6.0,EDUCATION,A,4000,5.42,0,0.16,N,4
24,38268,MORTGAGE,,PERSONAL,B,6000,9.88,0,0.16,N,4
23,26000,RENT,1.0,EDUCATION,B,4000,,0,0.15,N,4
23,26000,RENT,0.0,PERSONAL,A,4000,6.76,0,0.15,N,3
23,26000,RENT,1.0,PERSONAL,C,4000,12.87,1,0.15,Y,3
26,38376,MORTGAGE,3.0,EDUCATION,A,14500,7.88,0,0.38,N,3
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,N,2
24,26400,RENT,3.0,DEBTCONSOLIDATION,B,4000,,1,0.15,N,3
23,26400,RENT,8.0,EDUCATION,C,4000,14.17,1,0.15,N,2
24,26400,RENT,4.0,MEDICAL,C,4000,13.72,0,0.15,N,2
22,27000,RENT,0.0,PERSONAL,A,4000,5.79,0,0.15,N,2
24,27000,RENT,8.0,MEDICAL,B,4000,10.75,0,0.15,N,4
23,38400,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.21,N,4
22,27000,RENT,6.0,EDUCATION,A,4000,7.14,0,0.15,N,2
21,27000,RENT,5.0,MEDICAL,D,4000,15.58,1,0.15,Y,2
23,27040,RENT,2.0,VENTURE,C,4000,12.29,0,0.15,Y,4
22,27600,RENT,3.0,MEDICAL,A,4000,5.42,0,0.14,N,4
25,38400,OWN,9.0,EDUCATION,A,1000,6.62,0,0.03,N,2
25,27993,RENT,2.0,MEDICAL,C,4000,12.99,0,0.14,N,2
23,28000,RENT,0.0,EDUCATION,A,4000,8.9,0,0.14,N,4
21,28000,RENT,2.0,EDUCATION,C,4000,15.23,0,0.14,N,2
25,28000,RENT,6.0,VENTURE,A,4000,6.39,0,0.14,N,3
24,28000,RENT,8.0,MEDICAL,A,4000,,0,0.14,N,2
23,38400,MORTGAGE,7.0,VENTURE,A,2000,,0,0.05,N,2
25,28008,RENT,5.0,MEDICAL,B,4000,10.0,0,0.14,N,2
24,28704,RENT,3.0,DEBTCONSOLIDATION,B,4000,9.63,0,0.14,N,3
22,38400,OWN,5.0,EDUCATION,C,10000,13.99,0,0.26,N,2
23,28800,RENT,0.0,EDUCATION,A,4000,5.42,0,0.14,N,2
22,28800,RENT,2.0,DEBTCONSOLIDATION,C,4000,13.48,0,0.14,N,2
26,38400,OWN,2.0,EDUCATION,B,5550,9.99,0,0.14,N,2
24,29000,RENT,0.0,VENTURE,B,4000,9.45,0,0.14,N,3
24,38400,MORTGAGE,7.0,MEDICAL,C,15000,15.23,0,0.39,N,2
22,38400,MORTGAGE,,EDUCATION,B,5000,11.49,0,0.13,N,2
26,38400,OWN,1.0,PERSONAL,B,15500,11.99,0,0.4,N,3
21,38400,MORTGAGE,0.0,EDUCATION,A,4200,,0,0.11,N,2
23,29700,RENT,2.0,VENTURE,B,4000,10.74,0,0.13,N,4
22,30000,RENT,3.0,EDUCATION,A,4000,7.9,0,0.13,N,3
24,30000,RENT,2.0,VENTURE,A,4000,5.99,0,0.13,N,2
24,30000,RENT,1.0,VENTURE,A,4000,7.49,0,0.13,N,4
24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0,0.13,Y,3
25,38400,OWN,4.0,VENTURE,C,12500,13.06,0,0.33,Y,2
25,30000,RENT,4.0,EDUCATION,C,4000,13.49,0,0.13,Y,4
22,30000,RENT,3.0,PERSONAL,B,4000,11.49,0,0.13,N,3
22,38400,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.26,N,2
23,38400,OWN,5.0,EDUCATION,B,7675,10.0,0,0.2,N,4
22,30000,RENT,1.0,EDUCATION,C,4000,,0,0.13,N,3
25,38400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.26,N,2
23,38400,MORTGAGE,7.0,VENTURE,B,5000,10.37,0,0.13,N,4
23,30000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.13,N,3
23,30000,RENT,0.0,MEDICAL,B,4000,10.36,0,0.13,N,4
23,38400,MORTGAGE,0.0,PERSONAL,B,5000,9.25,0,0.13,N,3
26,30000,RENT,4.0,VENTURE,B,4000,10.75,0,0.13,N,3
22,30000,RENT,0.0,VENTURE,D,4000,15.21,1,0.13,N,2
22,38400,MORTGAGE,,PERSONAL,A,1000,5.79,0,0.03,N,2
25,38400,MORTGAGE,5.0,MEDICAL,A,5700,6.17,0,0.15,N,2
26,32400,MORTGAGE,10.0,MEDICAL,D,10000,,1,0.31,Y,4
22,30000,RENT,1.0,PERSONAL,C,4000,,0,0.13,N,4
26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,3
26,30000,RENT,1.0,PERSONAL,B,4000,11.83,1,0.13,N,4
25,30000,RENT,6.0,EDUCATION,B,4000,9.76,0,0.13,N,3
24,30000,RENT,1.0,EDUCATION,C,4000,11.34,0,0.13,N,3
25,30900,RENT,1.0,VENTURE,D,4000,12.61,1,0.13,N,3
24,38400,MORTGAGE,7.0,EDUCATION,C,10000,14.72,0,0.26,N,2
26,31104,RENT,1.0,DEBTCONSOLIDATION,B,4000,9.99,0,0.13,N,3
24,31200,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.42,0,0.13,N,4
25,38400,MORTGAGE,9.0,VENTURE,B,12000,10.38,0,0.31,N,3
22,38400,OWN,6.0,PERSONAL,C,10000,14.72,0,0.26,N,3
22,38400,MORTGAGE,6.0,PERSONAL,A,8500,7.14,0,0.22,N,3
23,31200,RENT,2.0,DEBTCONSOLIDATION,A,4000,8.59,0,0.13,N,3
24,31609,RENT,4.0,MEDICAL,C,4000,13.92,0,0.13,Y,4
26,38400,MORTGAGE,,EDUCATION,C,10000,13.98,0,0.26,N,4
21,32400,MORTGAGE,3.0,PERSONAL,C,1750,13.61,1,0.05,Y,4
22,32000,RENT,0.0,VENTURE,A,4000,5.42,0,0.13,N,4
23,38400,MORTGAGE,5.0,EDUCATION,A,10000,7.14,0,0.26,N,3
25,32000,RENT,1.0,MEDICAL,B,4000,11.49,0,0.13,N,4
24,32000,RENT,2.0,HOMEIMPROVEMENT,E,4000,17.93,1,0.13,N,3
23,32000,RENT,0.0,PERSONAL,A,4000,7.68,0,0.13,N,4
26,32400,RENT,9.0,MEDICAL,C,4000,14.27,0,0.12,N,2
25,32400,RENT,6.0,MEDICAL,B,4000,10.08,0,0.12,N,2
24,32500,RENT,5.0,MEDICAL,D,4000,16.29,0,0.12,Y,3
23,32535,RENT,6.0,PERSONAL,B,4000,,0,0.12,N,2
24,38400,OTHER,0.0,VENTURE,E,8000,16.0,0,0.21,Y,2
23,38400,OWN,7.0,PERSONAL,D,6000,13.24,0,0.16,Y,3
25,32640,RENT,4.0,DEBTCONSOLIDATION,C,4000,12.73,0,0.12,Y,4
21,38400,OWN,0.0,VENTURE,C,12200,,0,0.32,N,2
23,32993,RENT,6.0,MEDICAL,B,4000,11.71,1,0.12,N,4
22,38423,MORTGAGE,6.0,EDUCATION,A,2000,8.49,0,0.05,N,3
24,38450,MORTGAGE,6.0,PERSONAL,A,5500,7.49,0,0.14,N,4
22,32484,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6250,7.51,1,0.19,N,4
23,38492,MORTGAGE,7.0,MEDICAL,B,6500,,0,0.17,N,4
25,38496,MORTGAGE,7.0,EDUCATION,A,8000,6.03,0,0.21,N,4
26,32496,MORTGAGE,8.0,DEBTCONSOLIDATION,D,4200,16.02,1,0.13,N,3
22,33000,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.12,N,4
23,33000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.96,0,0.12,N,4
26,33227,RENT,2.0,EDUCATION,B,4000,9.88,0,0.12,N,3
21,38500,MORTGAGE,5.0,PERSONAL,A,6500,7.51,0,0.17,N,3
23,34000,RENT,4.0,MEDICAL,B,4000,12.69,0,0.12,N,2
24,38500,MORTGAGE,5.0,PERSONAL,C,2500,,0,0.06,N,4
23,38500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,,0,0.08,N,2
25,34200,RENT,1.0,EDUCATION,B,4000,,0,0.12,N,2
23,34500,RENT,3.0,DEBTCONSOLIDATION,B,4000,11.49,0,0.12,N,4
22,38628,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4800,9.99,0,0.12,N,4
22,34800,RENT,,DEBTCONSOLIDATION,B,4000,10.74,0,0.11,N,3
22,32644,MORTGAGE,6.0,VENTURE,E,13750,16.45,1,0.42,Y,4
20,32652,MORTGAGE,0.0,PERSONAL,D,6000,14.61,1,0.18,N,4
23,38667,MORTGAGE,2.0,MEDICAL,C,4800,11.91,0,0.12,N,4
25,35000,RENT,4.0,VENTURE,D,4000,16.29,0,0.11,Y,2
25,29000,RENT,1.0,HOMEIMPROVEMENT,D,4000,14.54,1,0.14,Y,3
21,29000,RENT,0.0,EDUCATION,D,4000,14.83,1,0.14,N,4
25,35000,RENT,4.0,EDUCATION,A,4000,7.51,0,0.11,N,3
25,38880,MORTGAGE,1.0,PERSONAL,A,9500,7.51,0,0.24,N,4
22,29000,RENT,5.0,EDUCATION,D,4000,15.33,1,0.14,Y,4
24,29000,RENT,1.0,MEDICAL,B,4000,9.96,1,0.14,N,3
26,38904,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,12.21,0,0.26,N,2
25,35500,RENT,5.0,MEDICAL,B,4000,10.99,0,0.11,N,3
24,39000,MORTGAGE,8.0,VENTURE,A,1200,,0,0.03,N,2
26,30000,RENT,3.0,MEDICAL,C,4000,14.27,1,0.13,Y,2
22,36000,RENT,0.0,MEDICAL,A,4000,5.42,0,0.11,N,3
22,36000,RENT,6.0,VENTURE,B,4000,,0,0.11,N,4
22,36000,RENT,3.0,EDUCATION,A,4000,5.42,0,0.11,N,2
25,36000,RENT,2.0,PERSONAL,C,4000,13.61,0,0.11,Y,3
22,30000,RENT,1.0,EDUCATION,D,4000,14.96,1,0.13,Y,2
24,36000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.4,0,0.11,N,4
22,36000,RENT,0.0,PERSONAL,A,4000,8.94,0,0.11,N,4
26,36000,RENT,0.0,PERSONAL,B,4000,10.14,0,0.11,N,2
23,36300,RENT,0.0,VENTURE,A,4000,7.68,0,0.11,N,2
22,37000,RENT,2.0,EDUCATION,B,4000,10.95,0,0.11,N,2
21,37000,RENT,0.0,PERSONAL,B,4000,10.08,0,0.11,N,3
21,37200,RENT,5.0,MEDICAL,C,4000,13.49,0,0.11,Y,4
23,38000,RENT,3.0,MEDICAL,C,4000,14.26,0,0.11,N,4
22,39000,MORTGAGE,4.0,PERSONAL,B,3250,10.99,0,0.08,N,2
25,39000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,3000,13.99,0,0.08,Y,3
22,38400,RENT,5.0,EDUCATION,B,4000,10.59,0,0.1,N,3
23,38400,RENT,7.0,PERSONAL,B,4000,10.59,0,0.1,N,2
22,38400,RENT,4.0,EDUCATION,C,4000,12.99,0,0.1,N,2
21,39000,MORTGAGE,5.0,EDUCATION,A,1000,7.49,0,0.03,N,3
24,38400,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.29,0,0.1,N,3
22,32400,RENT,4.0,VENTURE,D,4000,,1,0.12,Y,2
25,38400,RENT,2.0,EDUCATION,B,4000,12.53,0,0.1,N,4
23,38850,RENT,0.0,EDUCATION,C,4000,12.72,0,0.1,Y,2
25,39000,RENT,4.0,MEDICAL,A,4000,7.88,0,0.1,N,4
24,39000,RENT,3.0,MEDICAL,D,4000,14.61,0,0.1,Y,4
24,39000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5600,5.42,0,0.14,N,4
23,39000,MORTGAGE,3.0,EDUCATION,C,5000,12.98,0,0.13,N,4
26,39000,MORTGAGE,10.0,VENTURE,A,9500,6.91,0,0.24,N,3
25,39000,MORTGAGE,9.0,MEDICAL,A,4500,6.54,0,0.12,N,4
26,33000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,9000,13.72,1,0.27,N,2
25,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,2
22,40000,RENT,1.0,EDUCATION,B,4000,12.69,0,0.1,N,3
23,40000,RENT,3.0,EDUCATION,C,4000,13.8,0,0.1,Y,3
24,40000,RENT,3.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.1,N,2
25,34000,RENT,,HOMEIMPROVEMENT,A,4000,,1,0.12,N,2
23,39000,MORTGAGE,8.0,EDUCATION,A,10000,7.51,0,0.26,N,2
22,39000,MORTGAGE,6.0,PERSONAL,A,10750,,0,0.28,N,3
21,33000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3250,7.14,1,0.1,N,3
22,40000,RENT,2.0,EDUCATION,A,4000,,0,0.1,N,2
21,40000,RENT,3.0,EDUCATION,A,4000,7.51,0,0.1,N,2
22,40000,RENT,2.0,PERSONAL,B,4000,11.49,0,0.1,N,4
22,40000,RENT,0.0,PERSONAL,A,4000,7.43,0,0.1,N,4
26,40200,RENT,1.0,EDUCATION,A,4000,6.76,0,0.1,N,4
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,1,0.11,N,4
23,39000,MORTGAGE,0.0,VENTURE,C,3000,12.53,0,0.08,Y,4
23,41004,RENT,1.0,MEDICAL,A,4000,7.68,0,0.1,N,4
24,41160,RENT,2.0,MEDICAL,A,4000,,0,0.1,N,4
24,35200,RENT,1.0,MEDICAL,D,4000,16.0,1,0.11,Y,3
21,42000,RENT,4.0,EDUCATION,B,4000,12.42,0,0.1,N,3
23,42000,RENT,0.0,VENTURE,B,4000,10.59,0,0.1,N,2
26,33000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,12000,10.91,1,0.36,Y,3
21,36000,RENT,5.0,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,N,4
23,36000,RENT,7.0,MEDICAL,B,4000,10.99,1,0.11,N,4
23,39120,OWN,4.0,MEDICAL,B,7000,11.71,0,0.18,N,3
22,39124,OWN,6.0,VENTURE,A,5000,7.74,0,0.13,N,4
25,33168,MORTGAGE,9.0,PERSONAL,C,6000,15.96,1,0.18,N,4
26,33192,MORTGAGE,,PERSONAL,B,3000,12.69,1,0.09,N,4
26,36000,RENT,2.0,PERSONAL,D,4000,14.54,1,0.11,N,2
22,42000,RENT,4.0,VENTURE,D,4000,14.09,0,0.1,N,4
22,42000,RENT,3.0,MEDICAL,B,4000,8.88,0,0.1,N,4
23,39216,MORTGAGE,5.0,VENTURE,C,10000,13.49,0,0.25,N,3
